config_id,workload,time,max-resident-set-size
56,sd_bridge_close_cif_short.y4m,0.19,23076
56,pedestrian_area_1080p25_short.y4m,3.87,250760
56,sd_crew_cif_short.y4m,0.29,23320
56,riverbed_1080p25_short.y4m,8.37,251572
56,Johnny_1280x720_60_short.y4m,1.92,194688
56,sintel_trailer_2k_720p24_short.y4m,0.4,125828
56,blue_sky_1080p25_short.y4m,2.95,251028
56,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,753268
56,sd_city_4cif_short.y4m,1.4,80980
57,sd_city_4cif_short.y4m,1.39,81040
57,pedestrian_area_1080p25_short.y4m,3.89,252568
57,sd_bridge_close_cif_short.y4m,0.18,23108
57,sd_crew_cif_short.y4m,0.28,23340
57,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.1,755780
57,Johnny_1280x720_60_short.y4m,2.02,194652
57,riverbed_1080p25_short.y4m,8.24,252512
57,blue_sky_1080p25_short.y4m,2.91,250772
57,sintel_trailer_2k_720p24_short.y4m,0.4,126832
58,Johnny_1280x720_60_short.y4m,2.08,302656
58,pedestrian_area_1080p25_short.y4m,3.82,393124
58,sd_bridge_close_cif_short.y4m,0.18,27408
58,blue_sky_1080p25_short.y4m,2.98,396864
58,riverbed_1080p25_short.y4m,8.1,396860
58,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.05,1099244
58,sd_crew_cif_short.y4m,0.28,27460
58,sintel_trailer_2k_720p24_short.y4m,0.44,199524
58,sd_city_4cif_short.y4m,1.4,150448
59,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.06,1099708
59,sintel_trailer_2k_720p24_short.y4m,0.44,199520
59,sd_city_4cif_short.y4m,1.41,150584
59,blue_sky_1080p25_short.y4m,2.94,393124
59,riverbed_1080p25_short.y4m,8.15,393128
59,Johnny_1280x720_60_short.y4m,2.12,303820
59,sd_crew_cif_short.y4m,0.27,27460
59,sd_bridge_close_cif_short.y4m,0.18,27412
59,pedestrian_area_1080p25_short.y4m,3.82,393128
60,sintel_trailer_2k_720p24_short.y4m,0.38,126704
60,pedestrian_area_1080p25_short.y4m,3.52,251572
60,sd_city_4cif_short.y4m,1.36,81032
60,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.38,752832
60,blue_sky_1080p25_short.y4m,2.76,251576
60,Johnny_1280x720_60_short.y4m,1.95,193460
60,sd_bridge_close_cif_short.y4m,0.17,23104
60,sd_crew_cif_short.y4m,0.26,23340
60,riverbed_1080p25_short.y4m,7.69,251580
61,sd_crew_cif_short.y4m,0.28,23340
61,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.23,754532
61,sd_city_4cif_short.y4m,1.41,81040
61,sintel_trailer_2k_720p24_short.y4m,0.43,126828
61,blue_sky_1080p25_short.y4m,3,250772
61,riverbed_1080p25_short.y4m,8.16,252572
61,pedestrian_area_1080p25_short.y4m,3.85,251580
61,Johnny_1280x720_60_short.y4m,2.14,194688
61,sd_bridge_close_cif_short.y4m,0.18,23104
62,blue_sky_1080p25_short.y4m,2.75,250724
62,pedestrian_area_1080p25_short.y4m,3.57,251748
62,Johnny_1280x720_60_short.y4m,1.95,193720
62,sd_bridge_close_cif_short.y4m,0.16,23060
62,sd_city_4cif_short.y4m,1.34,80996
62,sintel_trailer_2k_720p24_short.y4m,0.36,127172
62,riverbed_1080p25_short.y4m,7.73,250984
62,sd_crew_cif_short.y4m,0.27,23300
62,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.47,753228
63,sintel_trailer_2k_720p24_short.y4m,0.4,126828
63,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.62,755936
63,riverbed_1080p25_short.y4m,7.78,251840
63,Johnny_1280x720_60_short.y4m,1.94,194632
63,pedestrian_area_1080p25_short.y4m,3.64,254612
63,sd_crew_cif_short.y4m,0.27,23340
63,sd_bridge_close_cif_short.y4m,0.16,23108
63,blue_sky_1080p25_short.y4m,2.82,250772
63,sd_city_4cif_short.y4m,1.33,81036
64,sd_bridge_close_cif_short.y4m,0.16,23108
64,pedestrian_area_1080p25_short.y4m,3.4,250768
64,sintel_trailer_2k_720p24_short.y4m,0.38,127224
64,blue_sky_1080p25_short.y4m,2.78,252572
64,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.4,754528
64,sd_crew_cif_short.y4m,0.25,23340
64,Johnny_1280x720_60_short.y4m,1.91,194612
64,sd_city_4cif_short.y4m,1.29,82864
64,riverbed_1080p25_short.y4m,6.92,252568
65,sd_bridge_close_cif_short.y4m,0.14,23104
65,riverbed_1080p25_short.y4m,7.63,251036
65,sintel_trailer_2k_720p24_short.y4m,0.39,126960
65,sd_crew_cif_short.y4m,0.26,23340
65,blue_sky_1080p25_short.y4m,2.52,250772
65,sd_city_4cif_short.y4m,1.2,79412
65,pedestrian_area_1080p25_short.y4m,3.41,250772
65,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.99,753280
65,Johnny_1280x720_60_short.y4m,1.72,194684
66,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.87,752828
66,blue_sky_1080p25_short.y4m,2.91,251840
66,pedestrian_area_1080p25_short.y4m,3.78,250772
66,Johnny_1280x720_60_short.y4m,1.99,193740
66,sd_bridge_close_cif_short.y4m,0.17,23104
66,riverbed_1080p25_short.y4m,8.15,251800
66,sd_crew_cif_short.y4m,0.28,23340
66,sd_city_4cif_short.y4m,1.38,81036
66,sintel_trailer_2k_720p24_short.y4m,0.41,126960
67,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,9.79,406300
67,pedestrian_area_1080p25_short.y4m,4.05,111988
67,sintel_trailer_2k_720p24_short.y4m,0.47,58524
67,sd_crew_cif_short.y4m,0.27,10888
67,sd_city_4cif_short.y4m,1.32,27192
67,blue_sky_1080p25_short.y4m,3.64,111976
67,riverbed_1080p25_short.y4m,7.85,111744
67,Johnny_1280x720_60_short.y4m,2.71,57812
67,sd_bridge_close_cif_short.y4m,0.18,10680
68,Johnny_1280x720_60_short.y4m,2.02,194736
68,pedestrian_area_1080p25_short.y4m,3.78,252568
68,blue_sky_1080p25_short.y4m,2.89,251036
68,sd_city_4cif_short.y4m,1.39,81036
68,sd_bridge_close_cif_short.y4m,0.18,23104
68,sintel_trailer_2k_720p24_short.y4m,0.4,129412
68,riverbed_1080p25_short.y4m,8.17,252768
68,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.9,752828
68,sd_crew_cif_short.y4m,0.28,23344
69,pedestrian_area_1080p25_short.y4m,3.77,250772
69,sd_bridge_close_cif_short.y4m,0.17,23104
69,sd_crew_cif_short.y4m,0.28,23344
69,blue_sky_1080p25_short.y4m,2.88,251576
69,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.86,752828
69,Johnny_1280x720_60_short.y4m,1.99,194360
69,sintel_trailer_2k_720p24_short.y4m,0.4,125836
69,riverbed_1080p25_short.y4m,8.16,251036
69,sd_city_4cif_short.y4m,1.38,81040
70,sintel_trailer_2k_720p24_short.y4m,0.3,137212
70,sd_crew_cif_short.y4m,0.18,22520
70,pedestrian_area_1080p25_short.y4m,2.23,264560
70,Johnny_1280x720_60_short.y4m,1.17,218324
70,blue_sky_1080p25_short.y4m,1.73,268964
70,sd_city_4cif_short.y4m,0.83,86608
70,riverbed_1080p25_short.y4m,4.56,267784
70,sd_bridge_close_cif_short.y4m,0.12,22320
70,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.84,815336
71,sd_city_4cif_short.y4m,1.39,81036
71,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.85,754872
71,riverbed_1080p25_short.y4m,8.15,251840
71,sd_crew_cif_short.y4m,0.28,23340
71,blue_sky_1080p25_short.y4m,2.89,250772
71,pedestrian_area_1080p25_short.y4m,3.76,251032
71,sd_bridge_close_cif_short.y4m,0.17,23104
71,sintel_trailer_2k_720p24_short.y4m,0.4,126704
71,Johnny_1280x720_60_short.y4m,1.99,194796
72,blue_sky_1080p25_short.y4m,1.76,266608
72,sintel_trailer_2k_720p24_short.y4m,0.3,137672
72,sd_crew_cif_short.y4m,0.18,22544
72,sd_city_4cif_short.y4m,0.83,86604
72,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.97,817040
72,pedestrian_area_1080p25_short.y4m,2.29,267620
72,riverbed_1080p25_short.y4m,4.71,268888
72,sd_bridge_close_cif_short.y4m,0.13,22288
72,Johnny_1280x720_60_short.y4m,1.19,219204
73,sd_city_4cif_short.y4m,16.53,81956
73,sd_crew_cif_short.y4m,3.09,22736
73,sd_bridge_close_cif_short.y4m,1.8,22496
73,blue_sky_1080p25_short.y4m,34.1,251612
73,riverbed_1080p25_short.y4m,83.73,253520
73,pedestrian_area_1080p25_short.y4m,42.18,250588
73,Johnny_1280x720_60_short.y4m,25.24,194516
73,sintel_trailer_2k_720p24_short.y4m,4.22,126640
73,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,94.36,753096
74,sintel_trailer_2k_720p24_short.y4m,0.4,126104
74,pedestrian_area_1080p25_short.y4m,3.77,251576
74,blue_sky_1080p25_short.y4m,2.89,250772
74,riverbed_1080p25_short.y4m,8.21,252572
74,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.87,753280
74,sd_bridge_close_cif_short.y4m,0.17,23104
74,sd_city_4cif_short.y4m,1.39,79416
74,sd_crew_cif_short.y4m,0.28,23344
74,Johnny_1280x720_60_short.y4m,1.98,193772
75,Johnny_1280x720_60_short.y4m,1.98,193704
75,sd_bridge_close_cif_short.y4m,0.17,23104
75,pedestrian_area_1080p25_short.y4m,3.77,251576
75,sd_city_4cif_short.y4m,1.38,81036
75,blue_sky_1080p25_short.y4m,2.89,251032
75,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.88,753280
75,sintel_trailer_2k_720p24_short.y4m,0.4,128288
75,riverbed_1080p25_short.y4m,8.19,250972
75,sd_crew_cif_short.y4m,0.28,23340
76,sintel_trailer_2k_720p24_short.y4m,0.4,128292
76,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.88,752824
76,Johnny_1280x720_60_short.y4m,1.98,194692
76,sd_bridge_close_cif_short.y4m,0.17,23108
76,sd_city_4cif_short.y4m,1.38,81036
76,blue_sky_1080p25_short.y4m,2.91,252568
76,riverbed_1080p25_short.y4m,8.17,252572
76,sd_crew_cif_short.y4m,0.28,23340
76,pedestrian_area_1080p25_short.y4m,3.78,251840
77,Johnny_1280x720_60_short.y4m,1.98,193708
77,sd_crew_cif_short.y4m,0.28,23340
77,sd_city_4cif_short.y4m,1.38,81036
77,riverbed_1080p25_short.y4m,8.15,251036
77,blue_sky_1080p25_short.y4m,2.92,251576
77,pedestrian_area_1080p25_short.y4m,3.79,253500
77,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.84,752828
77,sintel_trailer_2k_720p24_short.y4m,0.4,128744
77,sd_bridge_close_cif_short.y4m,0.17,23104
78,blue_sky_1080p25_short.y4m,2.53,236464
78,sd_crew_cif_short.y4m,0.23,22388
78,riverbed_1080p25_short.y4m,6.69,238000
78,pedestrian_area_1080p25_short.y4m,3.15,236464
78,sd_bridge_close_cif_short.y4m,0.15,22164
78,sd_city_4cif_short.y4m,1.17,78156
78,sintel_trailer_2k_720p24_short.y4m,0.34,119120
78,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.64,701388
78,Johnny_1280x720_60_short.y4m,1.71,188492
79,sintel_trailer_2k_720p24_short.y4m,0.4,128288
79,riverbed_1080p25_short.y4m,8.22,250044
79,sd_bridge_close_cif_short.y4m,0.17,23104
79,sd_crew_cif_short.y4m,0.28,23340
79,pedestrian_area_1080p25_short.y4m,3.79,250768
79,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.85,753276
79,Johnny_1280x720_60_short.y4m,1.98,194780
79,sd_city_4cif_short.y4m,1.38,81036
79,blue_sky_1080p25_short.y4m,2.89,252568
80,Johnny_1280x720_60_short.y4m,1.91,194764
80,blue_sky_1080p25_short.y4m,2.94,251572
80,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,754520
80,sd_city_4cif_short.y4m,1.4,80980
80,pedestrian_area_1080p25_short.y4m,3.85,251028
80,sintel_trailer_2k_720p24_short.y4m,0.4,126948
80,riverbed_1080p25_short.y4m,8.44,251808
80,sd_bridge_close_cif_short.y4m,0.19,23076
80,sd_crew_cif_short.y4m,0.29,23316
81,riverbed_1080p25_short.y4m,8.28,251580
81,Johnny_1280x720_60_short.y4m,2,194684
81,pedestrian_area_1080p25_short.y4m,3.88,252568
81,sd_city_4cif_short.y4m,1.39,82872
81,blue_sky_1080p25_short.y4m,2.9,251800
81,sintel_trailer_2k_720p24_short.y4m,0.39,126960
81,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.1,754528
81,sd_bridge_close_cif_short.y4m,0.18,23104
81,sd_crew_cif_short.y4m,0.28,23340
82,blue_sky_1080p25_short.y4m,2.94,393124
82,sintel_trailer_2k_720p24_short.y4m,0.45,200432
82,sd_bridge_close_cif_short.y4m,0.18,27408
82,sd_city_4cif_short.y4m,1.41,151400
82,Johnny_1280x720_60_short.y4m,2.08,302472
82,pedestrian_area_1080p25_short.y4m,3.78,395168
82,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.09,1099252
82,riverbed_1080p25_short.y4m,8.25,394820
82,sd_crew_cif_short.y4m,0.28,27460
83,Johnny_1280x720_60_short.y4m,2.09,302464
83,blue_sky_1080p25_short.y4m,2.96,396860
83,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.1,1098012
83,sd_bridge_close_cif_short.y4m,0.18,27408
83,sd_city_4cif_short.y4m,1.41,151416
83,sintel_trailer_2k_720p24_short.y4m,0.45,200416
83,riverbed_1080p25_short.y4m,8.23,396860
83,sd_crew_cif_short.y4m,0.28,27460
83,pedestrian_area_1080p25_short.y4m,3.78,393124
84,blue_sky_1080p25_short.y4m,2.75,251576
84,Johnny_1280x720_60_short.y4m,1.93,194712
84,riverbed_1080p25_short.y4m,7.71,251796
84,sintel_trailer_2k_720p24_short.y4m,0.38,126960
84,sd_bridge_close_cif_short.y4m,0.17,23104
84,sd_city_4cif_short.y4m,1.36,81036
84,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.37,753280
84,sd_crew_cif_short.y4m,0.26,23340
84,pedestrian_area_1080p25_short.y4m,3.54,252572
85,blue_sky_1080p25_short.y4m,3.01,250772
85,sd_crew_cif_short.y4m,0.28,23340
85,sd_city_4cif_short.y4m,1.4,81036
85,sd_bridge_close_cif_short.y4m,0.18,23104
85,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,8.2,753280
85,pedestrian_area_1080p25_short.y4m,3.83,250772
85,Johnny_1280x720_60_short.y4m,2.14,193836
85,riverbed_1080p25_short.y4m,8.23,251840
85,sintel_trailer_2k_720p24_short.y4m,0.43,126956
86,blue_sky_1080p25_short.y4m,2.76,252524
86,riverbed_1080p25_short.y4m,7.72,251528
86,sd_bridge_close_cif_short.y4m,0.17,23060
86,sintel_trailer_2k_720p24_short.y4m,0.36,129364
86,sd_crew_cif_short.y4m,0.27,23300
86,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.5,752772
86,pedestrian_area_1080p25_short.y4m,3.58,251532
86,sd_city_4cif_short.y4m,1.35,80996
86,Johnny_1280x720_60_short.y4m,1.95,196752
87,pedestrian_area_1080p25_short.y4m,3.66,252568
87,sd_city_4cif_short.y4m,1.33,81036
87,riverbed_1080p25_short.y4m,7.97,252568
87,sd_bridge_close_cif_short.y4m,0.16,23104
87,sintel_trailer_2k_720p24_short.y4m,0.4,126700
87,blue_sky_1080p25_short.y4m,2.82,251580
87,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,754528
87,sd_crew_cif_short.y4m,0.27,23340
87,Johnny_1280x720_60_short.y4m,1.94,194772
88,riverbed_1080p25_short.y4m,7.1,251800
88,Johnny_1280x720_60_short.y4m,1.9,193484
88,sintel_trailer_2k_720p24_short.y4m,0.37,126960
88,sd_bridge_close_cif_short.y4m,0.16,23108
88,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.37,754532
88,sd_crew_cif_short.y4m,0.25,23340
88,blue_sky_1080p25_short.y4m,2.75,250772
88,pedestrian_area_1080p25_short.y4m,3.4,251580
88,sd_city_4cif_short.y4m,1.28,81036
89,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.96,753280
89,sd_city_4cif_short.y4m,1.2,81036
89,sd_bridge_close_cif_short.y4m,0.14,23104
89,Johnny_1280x720_60_short.y4m,1.71,192764
89,blue_sky_1080p25_short.y4m,2.51,251840
89,sd_crew_cif_short.y4m,0.26,23340
89,sintel_trailer_2k_720p24_short.y4m,0.38,126960
89,pedestrian_area_1080p25_short.y4m,3.41,250768
89,riverbed_1080p25_short.y4m,7.58,250976
90,blue_sky_1080p25_short.y4m,2.89,251576
90,sd_bridge_close_cif_short.y4m,0.17,23104
90,sd_city_4cif_short.y4m,1.39,81040
90,Johnny_1280x720_60_short.y4m,1.99,194772
90,sintel_trailer_2k_720p24_short.y4m,0.42,126700
90,sd_crew_cif_short.y4m,0.28,23340
90,pedestrian_area_1080p25_short.y4m,3.75,251844
90,riverbed_1080p25_short.y4m,8.16,251800
90,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.82,753280
91,sd_city_4cif_short.y4m,1.31,27192
91,sintel_trailer_2k_720p24_short.y4m,0.48,57424
91,riverbed_1080p25_short.y4m,7.7,111136
91,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,9.74,407764
91,sd_bridge_close_cif_short.y4m,0.18,10680
91,blue_sky_1080p25_short.y4m,3.66,111980
91,pedestrian_area_1080p25_short.y4m,4.03,110840
91,sd_crew_cif_short.y4m,0.27,10888
91,Johnny_1280x720_60_short.y4m,2.7,58016
92,sd_bridge_close_cif_short.y4m,0.18,23104
92,sintel_trailer_2k_720p24_short.y4m,0.4,126700
92,blue_sky_1080p25_short.y4m,2.91,251580
92,Johnny_1280x720_60_short.y4m,2,194624
92,riverbed_1080p25_short.y4m,8.16,251580
92,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.87,753280
92,sd_city_4cif_short.y4m,1.39,81040
92,pedestrian_area_1080p25_short.y4m,3.77,250776
92,sd_crew_cif_short.y4m,0.28,23340
93,blue_sky_1080p25_short.y4m,2.88,250768
93,Johnny_1280x720_60_short.y4m,1.98,193768
93,sd_city_4cif_short.y4m,1.38,81036
93,riverbed_1080p25_short.y4m,8.16,251800
93,sd_crew_cif_short.y4m,0.28,23340
93,sd_bridge_close_cif_short.y4m,0.17,23108
93,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.85,754532
93,sintel_trailer_2k_720p24_short.y4m,0.4,126704
93,pedestrian_area_1080p25_short.y4m,3.76,251844
94,sd_bridge_close_cif_short.y4m,0.12,22320
94,riverbed_1080p25_short.y4m,4.59,267424
94,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.87,814300
94,pedestrian_area_1080p25_short.y4m,2.23,267792
94,Johnny_1280x720_60_short.y4m,1.19,218188
94,sintel_trailer_2k_720p24_short.y4m,0.3,134728
94,blue_sky_1080p25_short.y4m,1.73,265668
94,sd_city_4cif_short.y4m,0.83,88132
94,sd_crew_cif_short.y4m,0.18,22512
95,sd_city_4cif_short.y4m,1.38,81032
95,Johnny_1280x720_60_short.y4m,1.99,192756
95,pedestrian_area_1080p25_short.y4m,3.77,250772
95,riverbed_1080p25_short.y4m,8.15,251700
95,sd_crew_cif_short.y4m,0.28,23340
95,sintel_trailer_2k_720p24_short.y4m,0.41,126832
95,blue_sky_1080p25_short.y4m,2.9,251580
95,sd_bridge_close_cif_short.y4m,0.17,23104
95,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.85,753280
96,sd_crew_cif_short.y4m,0.18,22520
96,sintel_trailer_2k_720p24_short.y4m,0.3,137372
96,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.98,817044
96,sd_city_4cif_short.y4m,0.84,88200
96,pedestrian_area_1080p25_short.y4m,2.29,269636
96,Johnny_1280x720_60_short.y4m,1.18,218196
96,riverbed_1080p25_short.y4m,4.75,269428
96,sd_bridge_close_cif_short.y4m,0.13,22292
96,blue_sky_1080p25_short.y4m,1.76,272756
97,pedestrian_area_1080p25_short.y4m,42.18,252384
97,sd_crew_cif_short.y4m,3.09,22736
97,sd_bridge_close_cif_short.y4m,1.8,22500
97,sintel_trailer_2k_720p24_short.y4m,4.32,127696
97,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,94.46,754344
97,riverbed_1080p25_short.y4m,83.56,252448
97,blue_sky_1080p25_short.y4m,34.11,251612
97,sd_city_4cif_short.y4m,16.52,80848
97,Johnny_1280x720_60_short.y4m,25.22,194520
98,pedestrian_area_1080p25_short.y4m,3.8,250768
98,sd_city_4cif_short.y4m,1.38,81032
98,sintel_trailer_2k_720p24_short.y4m,0.41,126700
98,Johnny_1280x720_60_short.y4m,1.99,194700
98,sd_crew_cif_short.y4m,0.28,23340
98,blue_sky_1080p25_short.y4m,2.88,251844
98,sd_bridge_close_cif_short.y4m,0.17,23108
98,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.84,753280
98,riverbed_1080p25_short.y4m,8.16,252568
99,pedestrian_area_1080p25_short.y4m,3.79,250768
99,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.88,753280
99,sd_bridge_close_cif_short.y4m,0.17,23104
99,sd_crew_cif_short.y4m,0.28,23340
99,blue_sky_1080p25_short.y4m,2.88,251576
99,Johnny_1280x720_60_short.y4m,1.99,193488
99,riverbed_1080p25_short.y4m,8.15,251800
99,sd_city_4cif_short.y4m,1.38,81032
99,sintel_trailer_2k_720p24_short.y4m,0.4,126960
100,pedestrian_area_1080p25_short.y4m,3.79,251576
100,blue_sky_1080p25_short.y4m,2.88,250768
100,sintel_trailer_2k_720p24_short.y4m,0.41,126828
100,sd_bridge_close_cif_short.y4m,0.17,23108
100,Johnny_1280x720_60_short.y4m,1.99,192780
100,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.84,753276
100,sd_crew_cif_short.y4m,0.28,23340
100,sd_city_4cif_short.y4m,1.38,81036
100,riverbed_1080p25_short.y4m,8.16,250772
101,riverbed_1080p25_short.y4m,8.17,253504
101,pedestrian_area_1080p25_short.y4m,3.79,252568
101,Johnny_1280x720_60_short.y4m,1.99,194648
101,sintel_trailer_2k_720p24_short.y4m,0.4,126960
101,sd_crew_cif_short.y4m,0.28,23340
101,sd_bridge_close_cif_short.y4m,0.17,23104
101,blue_sky_1080p25_short.y4m,2.88,251036
101,sd_city_4cif_short.y4m,1.38,81040
101,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.83,754872
102,sintel_trailer_2k_720p24_short.y4m,0.34,120236
102,riverbed_1080p25_short.y4m,6.65,238000
102,pedestrian_area_1080p25_short.y4m,3.15,236464
102,Johnny_1280x720_60_short.y4m,1.72,188524
102,sd_crew_cif_short.y4m,0.24,22396
102,sd_city_4cif_short.y4m,1.16,80184
102,blue_sky_1080p25_short.y4m,2.53,240044
102,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.64,701392
102,sd_bridge_close_cif_short.y4m,0.15,22168
103,Johnny_1280x720_60_short.y4m,1.65,188524
103,riverbed_1080p25_short.y4m,6.93,237472
103,sintel_trailer_2k_720p24_short.y4m,0.35,120232
103,pedestrian_area_1080p25_short.y4m,3.24,237996
103,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.42,699072
103,sd_crew_cif_short.y4m,0.25,22364
103,sd_city_4cif_short.y4m,1.19,78100
103,blue_sky_1080p25_short.y4m,2.6,237472
103,sd_bridge_close_cif_short.y4m,0.17,22140
104,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.8,704676
104,sd_bridge_close_cif_short.y4m,0.15,22164
104,Johnny_1280x720_60_short.y4m,1.73,188516
104,sd_city_4cif_short.y4m,1.17,78152
104,sd_crew_cif_short.y4m,0.24,22388
104,sintel_trailer_2k_720p24_short.y4m,0.34,119736
104,blue_sky_1080p25_short.y4m,2.54,238268
104,pedestrian_area_1080p25_short.y4m,3.21,238264
104,riverbed_1080p25_short.y4m,6.74,238396
105,riverbed_1080p25_short.y4m,6.78,374024
105,Johnny_1280x720_60_short.y4m,1.84,291312
105,sd_bridge_close_cif_short.y4m,0.16,25756
105,sd_city_4cif_short.y4m,1.22,145432
105,sintel_trailer_2k_720p24_short.y4m,0.39,189656
105,blue_sky_1080p25_short.y4m,2.65,374108
105,pedestrian_area_1080p25_short.y4m,3.26,374108
105,sd_crew_cif_short.y4m,0.24,25812
105,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.01,1006228
106,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7,1006228
106,sd_crew_cif_short.y4m,0.25,25812
106,sd_bridge_close_cif_short.y4m,0.16,25756
106,blue_sky_1080p25_short.y4m,2.64,370104
106,riverbed_1080p25_short.y4m,6.77,374108
106,Johnny_1280x720_60_short.y4m,1.86,291396
106,sintel_trailer_2k_720p24_short.y4m,0.39,189348
106,pedestrian_area_1080p25_short.y4m,3.24,370108
106,sd_city_4cif_short.y4m,1.23,145188
107,sintel_trailer_2k_720p24_short.y4m,0.34,119732
107,blue_sky_1080p25_short.y4m,2.38,237996
107,sd_city_4cif_short.y4m,1.14,78152
107,sd_crew_cif_short.y4m,0.22,22392
107,Johnny_1280x720_60_short.y4m,1.66,188520
107,riverbed_1080p25_short.y4m,6.25,236464
