config_id,workload,time,max-resident-set-size
1898,sd_bridge_close_cif_short.y4m,1.26,26972
1898,sintel_trailer_2k_720p24_short.y4m,3.23,210576
1898,blue_sky_1080p25_short.y4m,20.65,423016
1898,sd_city_4cif_short.y4m,9.38,164356
1898,Johnny_1280x720_60_short.y4m,15.46,336020
1899,sintel_trailer_2k_720p24_short.y4m,0.39,186652
1899,pedestrian_area_1080p25_short.y4m,2.88,373836
1899,sd_bridge_close_cif_short.y4m,0.15,25732
1899,sd_crew_cif_short.y4m,0.23,25728
1899,sd_city_4cif_short.y4m,1.06,145916
1899,blue_sky_1080p25_short.y4m,2.18,369832
1899,riverbed_1080p25_short.y4m,6.55,371872
1899,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.86,1006140
1899,Johnny_1280x720_60_short.y4m,1.59,290140
1900,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,5.07,577880
1900,blue_sky_1080p25_short.y4m,1.88,155652
1900,riverbed_1080p25_short.y4m,4.04,157900
1900,sintel_trailer_2k_720p24_short.y4m,0.26,83888
1900,pedestrian_area_1080p25_short.y4m,2.14,150116
1900,Johnny_1280x720_60_short.y4m,1.37,80272
1900,sd_city_4cif_short.y4m,0.65,34564
1900,sd_bridge_close_cif_short.y4m,0.11,11884
1900,sd_crew_cif_short.y4m,0.15,12676
1901,riverbed_1080p25_short.y4m,3.79,268844
1901,sd_crew_cif_short.y4m,0.14,22512
1901,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.42,817120
1901,sintel_trailer_2k_720p24_short.y4m,0.27,135328
1901,sd_bridge_close_cif_short.y4m,0.09,22292
1901,sd_city_4cif_short.y4m,0.66,86604
1901,Johnny_1280x720_60_short.y4m,1.02,218948
1901,blue_sky_1080p25_short.y4m,1.49,269040
1901,pedestrian_area_1080p25_short.y4m,1.88,267432
1902,sd_city_4cif_short.y4m,7.53,37208
1902,riverbed_1080p25_short.y4m,35.2,161064
1902,blue_sky_1080p25_short.y4m,19.39,152820
1902,sintel_trailer_2k_720p24_short.y4m,2.46,85104
1902,pedestrian_area_1080p25_short.y4m,21.14,154212
1902,sd_bridge_close_cif_short.y4m,0.9,11544
1902,Johnny_1280x720_60_short.y4m,15.53,78964
1902,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,55.29,571188
1902,sd_crew_cif_short.y4m,1.38,12240
1903,sd_city_4cif_short.y4m,4.62,31368
1903,pedestrian_area_1080p25_short.y4m,13.99,138408
1903,sd_crew_cif_short.y4m,0.95,11600
1903,sintel_trailer_2k_720p24_short.y4m,1.8,77720
1903,sd_bridge_close_cif_short.y4m,0.56,10592
1903,riverbed_1080p25_short.y4m,27.36,142008
1903,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,30.7,515980
1903,Johnny_1280x720_60_short.y4m,8.17,77168
1903,blue_sky_1080p25_short.y4m,10.96,140816
1904,sd_bridge_close_cif_short.y4m,0.13,17120
1904,sintel_trailer_2k_720p24_short.y4m,0.27,132132
1904,sd_city_4cif_short.y4m,0.66,64720
1904,Johnny_1280x720_60_short.y4m,1.15,126412
1904,blue_sky_1080p25_short.y4m,1.62,245136
1904,pedestrian_area_1080p25_short.y4m,1.84,248888
1904,sd_crew_cif_short.y4m,0.15,17088
1904,riverbed_1080p25_short.y4m,3.57,247180
1904,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.33,898572
1905,sintel_trailer_2k_720p24_short.y4m,4.4,58060
1905,blue_sky_1080p25_short.y4m,37.83,111744
1905,Johnny_1280x720_60_short.y4m,31.44,58256
1905,sd_city_4cif_short.y4m,15.41,27284
1905,sd_bridge_close_cif_short.y4m,1.62,10364
1905,sd_crew_cif_short.y4m,2.91,10576
1905,riverbed_1080p25_short.y4m,75.37,112636
1905,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,108.13,407756
1905,pedestrian_area_1080p25_short.y4m,41.68,111744
1906,pedestrian_area_1080p25_short.y4m,36.72,180008
1906,Johnny_1280x720_60_short.y4m,24.58,92164
1906,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,87.1,664288
1906,sd_bridge_close_cif_short.y4m,1.44,14764
1906,sd_city_4cif_short.y4m,13.5,45264
1906,sintel_trailer_2k_720p24_short.y4m,4.45,94544
1906,sd_crew_cif_short.y4m,2.46,14744
1906,riverbed_1080p25_short.y4m,72.76,179992
1906,blue_sky_1080p25_short.y4m,30.65,181860
1907,blue_sky_1080p25_short.y4m,1.49,267836
1907,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.42,816632
1907,sd_crew_cif_short.y4m,0.15,22500
1907,pedestrian_area_1080p25_short.y4m,1.91,264956
1907,Johnny_1280x720_60_short.y4m,1.05,219268
1907,sd_bridge_close_cif_short.y4m,0.1,22284
1907,riverbed_1080p25_short.y4m,3.89,273560
1907,sd_city_4cif_short.y4m,0.72,88092
1907,sintel_trailer_2k_720p24_short.y4m,0.26,136504
1908,sd_bridge_close_cif_short.y4m,0.15,23060
1908,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.21,754480
1908,riverbed_1080p25_short.y4m,7.35,251792
1908,pedestrian_area_1080p25_short.y4m,3.47,251752
1908,sd_crew_cif_short.y4m,0.25,23296
1908,Johnny_1280x720_60_short.y4m,1.89,194660
1908,sd_city_4cif_short.y4m,1.29,82824
1908,blue_sky_1080p25_short.y4m,2.66,251532
1908,sintel_trailer_2k_720p24_short.y4m,0.35,127176
1909,pedestrian_area_1080p25_short.y4m,2.16,269528
1909,blue_sky_1080p25_short.y4m,1.71,266608
1909,riverbed_1080p25_short.y4m,4.45,269832
1909,sd_city_4cif_short.y4m,0.78,86604
1909,Johnny_1280x720_60_short.y4m,1.18,218328
1909,sd_bridge_close_cif_short.y4m,0.11,22324
1909,sintel_trailer_2k_720p24_short.y4m,0.29,137944
1909,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.77,817040
1909,sd_crew_cif_short.y4m,0.16,22540
1910,riverbed_1080p25_short.y4m,7.8,251576
1910,sd_bridge_close_cif_short.y4m,0.16,23104
1910,sd_city_4cif_short.y4m,1.33,81036
1910,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,755784
1910,Johnny_1280x720_60_short.y4m,1.94,194800
1910,pedestrian_area_1080p25_short.y4m,3.66,251844
1910,blue_sky_1080p25_short.y4m,2.82,251796
1910,sd_crew_cif_short.y4m,0.27,23344
1910,sintel_trailer_2k_720p24_short.y4m,0.4,125840
1911,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,31.86,807336
1911,sd_city_4cif_short.y4m,4.94,58192
1911,sintel_trailer_2k_720p24_short.y4m,2,120408
1911,blue_sky_1080p25_short.y4m,11.35,224032
1911,sd_crew_cif_short.y4m,1.03,15400
1911,sd_bridge_close_cif_short.y4m,0.67,15212
1911,Johnny_1280x720_60_short.y4m,8.62,118784
1911,riverbed_1080p25_short.y4m,27.65,222072
1911,pedestrian_area_1080p25_short.y4m,14.11,222072
1912,Johnny_1280x720_60_short.y4m,1.93,194780
1912,blue_sky_1080p25_short.y4m,2.82,251796
1912,sd_crew_cif_short.y4m,0.27,23344
1912,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.59,753272
1912,sintel_trailer_2k_720p24_short.y4m,0.4,126956
1912,sd_bridge_close_cif_short.y4m,0.16,23104
1912,pedestrian_area_1080p25_short.y4m,3.64,250772
1912,riverbed_1080p25_short.y4m,7.83,251576
1912,sd_city_4cif_short.y4m,1.33,81040
1913,sd_bridge_close_cif_short.y4m,0.88,25216
1913,sd_city_4cif_short.y4m,7.99,148656
1913,sintel_trailer_2k_720p24_short.y4m,2.59,200576
1913,pedestrian_area_1080p25_short.y4m,19.41,395812
1913,sd_crew_cif_short.y4m,1.44,25268
1913,blue_sky_1080p25_short.y4m,16.95,397432
1913,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,46.7,1100668
1913,riverbed_1080p25_short.y4m,34.15,395860
1913,Johnny_1280x720_60_short.y4m,13.46,300020
1914,Johnny_1280x720_60_short.y4m,1.58,194368
1914,blue_sky_1080p25_short.y4m,2.34,251568
1914,sd_city_4cif_short.y4m,1.09,80980
1914,riverbed_1080p25_short.y4m,6.55,251792
1914,sd_bridge_close_cif_short.y4m,0.14,23076
1914,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.27,753268
1914,pedestrian_area_1080p25_short.y4m,3.08,251572
1914,sd_crew_cif_short.y4m,0.23,23316
1914,sintel_trailer_2k_720p24_short.y4m,0.36,126948
1915,sd_crew_cif_short.y4m,0.21,9888
1915,Johnny_1280x720_60_short.y4m,2.08,52652
1915,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.37,352900
1915,sd_city_4cif_short.y4m,1.07,24544
1915,sintel_trailer_2k_720p24_short.y4m,0.38,50496
1915,riverbed_1080p25_short.y4m,5.72,96868
1915,pedestrian_area_1080p25_short.y4m,3.08,98048
1915,sd_bridge_close_cif_short.y4m,0.14,9692
1915,blue_sky_1080p25_short.y4m,2.78,97556
1916,sd_crew_cif_short.y4m,0.11,15580
1916,Johnny_1280x720_60_short.y4m,0.8,120240
1916,riverbed_1080p25_short.y4m,2.73,224784
1916,sd_city_4cif_short.y4m,0.48,58348
1916,sd_bridge_close_cif_short.y4m,0.09,15604
1916,sintel_trailer_2k_720p24_short.y4m,0.24,120116
1916,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3,810148
1916,blue_sky_1080p25_short.y4m,1.08,226556
1916,pedestrian_area_1080p25_short.y4m,1.32,226552
1917,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.01,805832
1917,blue_sky_1080p25_short.y4m,1.49,220652
1917,riverbed_1080p25_short.y4m,3.21,220764
1917,pedestrian_area_1080p25_short.y4m,1.67,222320
1917,sd_bridge_close_cif_short.y4m,0.13,15444
1917,sintel_trailer_2k_720p24_short.y4m,0.22,120348
1917,sd_crew_cif_short.y4m,0.14,15632
1917,Johnny_1280x720_60_short.y4m,1.06,115216
1917,sd_city_4cif_short.y4m,0.57,57500
1918,sd_crew_cif_short.y4m,1.65,26928
1918,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,56.4,1199344
1918,pedestrian_area_1080p25_short.y4m,23.26,419280
1918,riverbed_1080p25_short.y4m,41.6,419256
1918,blue_sky_1080p25_short.y4m,20.31,421096
1918,sd_city_4cif_short.y4m,8.61,165524
1918,sintel_trailer_2k_720p24_short.y4m,3.06,210536
1918,sd_bridge_close_cif_short.y4m,1.05,26884
1918,Johnny_1280x720_60_short.y4m,15.13,338444
1919,sd_bridge_close_cif_short.y4m,0.12,25772
1919,blue_sky_1080p25_short.y4m,1.66,396752
1919,Johnny_1280x720_60_short.y4m,1.13,325992
1919,pedestrian_area_1080p25_short.y4m,2.01,396488
1919,sd_crew_cif_short.y4m,0.17,25832
1919,riverbed_1080p25_short.y4m,4.2,396576
1919,sd_city_4cif_short.y4m,0.71,159064
1919,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.58,1104068
1919,sintel_trailer_2k_720p24_short.y4m,0.29,198400
1920,Johnny_1280x720_60_short.y4m,8.9,120752
1920,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.64,809812
1920,sintel_trailer_2k_720p24_short.y4m,2.11,120828
1920,blue_sky_1080p25_short.y4m,11.87,223984
1920,pedestrian_area_1080p25_short.y4m,14.62,223988
1920,riverbed_1080p25_short.y4m,29.91,223984
1920,sd_bridge_close_cif_short.y4m,0.7,15440
1920,sd_crew_cif_short.y4m,1.08,15352
1920,sd_city_4cif_short.y4m,5.16,58264
1921,riverbed_1080p25_short.y4m,71.65,179992
1921,sd_crew_cif_short.y4m,2.63,14744
1921,blue_sky_1080p25_short.y4m,37.1,180004
1921,pedestrian_area_1080p25_short.y4m,39.86,180016
1921,Johnny_1280x720_60_short.y4m,29.02,93428
1921,sintel_trailer_2k_720p24_short.y4m,4.51,94392
1921,sd_bridge_close_cif_short.y4m,1.66,14768
1921,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,101.11,662704
1921,sd_city_4cif_short.y4m,15.27,49372
1922,riverbed_1080p25_short.y4m,28.78,159084
1922,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,41.85,571160
1922,sd_city_4cif_short.y4m,6.12,34160
1922,sd_crew_cif_short.y4m,1.17,12188
1922,blue_sky_1080p25_short.y4m,13.57,155092
1922,sd_bridge_close_cif_short.y4m,0.69,11496
1922,Johnny_1280x720_60_short.y4m,10.55,82104
1922,pedestrian_area_1080p25_short.y4m,16.43,154168
1922,sintel_trailer_2k_720p24_short.y4m,2.35,79528
1923,Johnny_1280x720_60_short.y4m,27.15,194540
1923,pedestrian_area_1080p25_short.y4m,42.63,251612
1923,sd_crew_cif_short.y4m,3.05,23480
1923,blue_sky_1080p25_short.y4m,34.28,252384
1923,riverbed_1080p25_short.y4m,80.83,251396
1923,sd_city_4cif_short.y4m,16.48,80844
1923,sd_bridge_close_cif_short.y4m,1.71,22496
1923,sintel_trailer_2k_720p24_short.y4m,4.49,127668
1923,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,99.47,754348
1924,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.73,1199108
1924,Johnny_1280x720_60_short.y4m,1.22,339508
1924,sd_city_4cif_short.y4m,0.76,164480
1924,sintel_trailer_2k_720p24_short.y4m,0.3,211788
1924,riverbed_1080p25_short.y4m,4.01,419492
1924,pedestrian_area_1080p25_short.y4m,2.05,419404
1924,blue_sky_1080p25_short.y4m,1.67,421328
1924,sd_bridge_close_cif_short.y4m,0.12,27416
1924,sd_crew_cif_short.y4m,0.17,27412
1925,sd_bridge_close_cif_short.y4m,0.16,27408
1925,riverbed_1080p25_short.y4m,6.93,393132
1925,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.77,1098412
1925,sd_crew_cif_short.y4m,0.25,27460
1925,sintel_trailer_2k_720p24_short.y4m,0.4,200436
1925,blue_sky_1080p25_short.y4m,2.78,394824
1925,sd_city_4cif_short.y4m,1.31,151396
1925,pedestrian_area_1080p25_short.y4m,3.49,395168
1925,Johnny_1280x720_60_short.y4m,2.01,301384
1926,blue_sky_1080p25_short.y4m,1.71,421376
1926,sd_bridge_close_cif_short.y4m,0.13,27492
1926,Johnny_1280x720_60_short.y4m,1.24,338632
1926,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.95,1201340
1926,sintel_trailer_2k_720p24_short.y4m,0.31,209376
1926,sd_crew_cif_short.y4m,0.17,27464
1926,pedestrian_area_1080p25_short.y4m,2.16,419436
1926,riverbed_1080p25_short.y4m,4.45,419452
1926,sd_city_4cif_short.y4m,0.79,166052
1927,sd_crew_cif_short.y4m,0.14,15676
1927,blue_sky_1080p25_short.y4m,1.54,222360
1927,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.07,805956
1927,sd_bridge_close_cif_short.y4m,0.13,15492
1927,sintel_trailer_2k_720p24_short.y4m,0.25,121304
1927,Johnny_1280x720_60_short.y4m,1.09,120472
1927,riverbed_1080p25_short.y4m,3.27,222368
1927,sd_city_4cif_short.y4m,0.59,57552
1927,pedestrian_area_1080p25_short.y4m,1.73,222364
1928,sd_city_4cif_short.y4m,0.55,64904
1928,sintel_trailer_2k_720p24_short.y4m,0.25,133060
1928,blue_sky_1080p25_short.y4m,1.24,249472
1928,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.73,903896
1928,pedestrian_area_1080p25_short.y4m,1.52,249364
1928,Johnny_1280x720_60_short.y4m,0.95,126808
1928,sd_crew_cif_short.y4m,0.13,17152
1928,riverbed_1080p25_short.y4m,3.13,247676
1928,sd_bridge_close_cif_short.y4m,0.1,17176
1929,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.39,405048
1929,Johnny_1280x720_60_short.y4m,1.88,56704
1929,sd_city_4cif_short.y4m,1.05,27284
1929,sintel_trailer_2k_720p24_short.y4m,0.41,58316
1929,pedestrian_area_1080p25_short.y4m,3.15,111780
1929,blue_sky_1080p25_short.y4m,2.58,110352
1929,sd_bridge_close_cif_short.y4m,0.13,10676
1929,riverbed_1080p25_short.y4m,5.86,111780
1929,sd_crew_cif_short.y4m,0.22,10892
1930,sd_city_4cif_short.y4m,9.5,88164
1930,sd_bridge_close_cif_short.y4m,1.04,21684
1930,blue_sky_1080p25_short.y4m,20.14,268152
1930,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,61.56,814572
1930,riverbed_1080p25_short.y4m,45.69,267932
1930,Johnny_1280x720_60_short.y4m,14.99,213908
1930,sd_crew_cif_short.y4m,1.81,21912
1930,pedestrian_area_1080p25_short.y4m,24.56,264732
1930,sintel_trailer_2k_720p24_short.y4m,3.27,137744
1931,blue_sky_1080p25_short.y4m,14.02,397984
1931,pedestrian_area_1080p25_short.y4m,17.32,397628
1931,sintel_trailer_2k_720p24_short.y4m,2.43,199116
1931,Johnny_1280x720_60_short.y4m,10.48,328164
1931,sd_bridge_close_cif_short.y4m,0.76,25084
1931,sd_crew_cif_short.y4m,1.29,25076
1931,sd_city_4cif_short.y4m,5.98,157068
1931,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,38.98,1103592
1931,riverbed_1080p25_short.y4m,33.24,397604
1932,pedestrian_area_1080p25_short.y4m,21.66,400156
1932,sintel_trailer_2k_720p24_short.y4m,2.69,199468
1932,riverbed_1080p25_short.y4m,39.1,398176
1932,sd_bridge_close_cif_short.y4m,0.95,25284
1932,sd_crew_cif_short.y4m,1.53,25288
1932,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,50.38,1107388
1932,Johnny_1280x720_60_short.y4m,12.85,327336
1932,blue_sky_1080p25_short.y4m,18.09,398220
1932,sd_city_4cif_short.y4m,7.51,158480
1933,sd_city_4cif_short.y4m,1.17,148556
1933,blue_sky_1080p25_short.y4m,2.39,392592
1933,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.56,1096356
1933,sintel_trailer_2k_720p24_short.y4m,0.42,200140
1933,sd_bridge_close_cif_short.y4m,0.15,27376
1933,Johnny_1280x720_60_short.y4m,1.69,302336
1933,sd_crew_cif_short.y4m,0.25,27376
1933,pedestrian_area_1080p25_short.y4m,3.22,396504
1933,riverbed_1080p25_short.y4m,7.45,394548
1934,riverbed_1080p25_short.y4m,2.93,159284
1934,Johnny_1280x720_60_short.y4m,0.94,84212
1934,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,3.41,575756
1934,sd_crew_cif_short.y4m,0.13,12720
1934,sd_city_4cif_short.y4m,0.54,41588
1934,sintel_trailer_2k_720p24_short.y4m,0.25,81300
1934,sd_bridge_close_cif_short.y4m,0.1,12664
1934,pedestrian_area_1080p25_short.y4m,1.51,159268
1934,blue_sky_1080p25_short.y4m,1.22,157348
1935,Johnny_1280x720_60_short.y4m,10.13,80072
1935,pedestrian_area_1080p25_short.y4m,14.96,155128
1935,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,35.4,574528
1935,sd_bridge_close_cif_short.y4m,0.66,12408
1935,riverbed_1080p25_short.y4m,26.88,155312
1935,sd_city_4cif_short.y4m,5.48,42044
1935,sintel_trailer_2k_720p24_short.y4m,2.04,79744
1935,sd_crew_cif_short.y4m,1.1,12468
1935,blue_sky_1080p25_short.y4m,12.3,157084
1936,sintel_trailer_2k_720p24_short.y4m,2.93,136292
1936,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,55.6,815156
1936,sd_city_4cif_short.y4m,9.05,86604
1936,blue_sky_1080p25_short.y4m,20.22,268792
1936,pedestrian_area_1080p25_short.y4m,24.44,269412
1936,sd_crew_cif_short.y4m,1.73,21912
1936,riverbed_1080p25_short.y4m,45.19,268592
1936,Johnny_1280x720_60_short.y4m,14.7,214164
1936,sd_bridge_close_cif_short.y4m,0.99,21684
1937,riverbed_1080p25_short.y4m,7.24,396544
1937,Johnny_1280x720_60_short.y4m,1.87,302320
1937,sintel_trailer_2k_720p24_short.y4m,0.43,200412
1937,sd_bridge_close_cif_short.y4m,0.17,27336
1937,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,6.94,1095904
1937,sd_crew_cif_short.y4m,0.26,27392
1937,blue_sky_1080p25_short.y4m,2.62,396548
1937,sd_city_4cif_short.y4m,1.3,150336
1937,pedestrian_area_1080p25_short.y4m,3.36,396548
1938,sd_crew_cif_short.y4m,2.14,25124
1938,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,69.35,1006048
1938,riverbed_1080p25_short.y4m,58.93,373548
1938,pedestrian_area_1080p25_short.y4m,30.76,369544
1938,sintel_trailer_2k_720p24_short.y4m,3.55,188668
1938,Johnny_1280x720_60_short.y4m,19.69,291056
1938,sd_bridge_close_cif_short.y4m,1.26,25068
1938,blue_sky_1080p25_short.y4m,25.23,371508
1938,sd_city_4cif_short.y4m,12.17,145056
1939,Johnny_1280x720_60_short.y4m,8.41,120024
1939,sd_city_4cif_short.y4m,4.93,59156
1939,blue_sky_1080p25_short.y4m,11.6,221972
1939,riverbed_1080p25_short.y4m,27.26,225860
1939,sd_crew_cif_short.y4m,1.06,15304
1939,sintel_trailer_2k_720p24_short.y4m,1.92,120528
1939,sd_bridge_close_cif_short.y4m,0.68,15392
1939,pedestrian_area_1080p25_short.y4m,14.31,223996
1939,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.92,806104
1940,pedestrian_area_1080p25_short.y4m,19.27,253216
1940,sd_city_4cif_short.y4m,6.95,85744
1940,riverbed_1080p25_short.y4m,34.97,253624
1940,sd_crew_cif_short.y4m,1.29,20896
1940,sintel_trailer_2k_720p24_short.y4m,2.34,129608
1940,blue_sky_1080p25_short.y4m,15.92,255184
1940,Johnny_1280x720_60_short.y4m,11.77,215004
1940,sd_bridge_close_cif_short.y4m,0.73,20688
1940,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,45.11,756036
1941,sd_crew_cif_short.y4m,0.25,23316
1941,sintel_trailer_2k_720p24_short.y4m,0.38,126432
1941,riverbed_1080p25_short.y4m,7.08,251836
1941,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.31,753268
1941,pedestrian_area_1080p25_short.y4m,3.49,250764
1941,Johnny_1280x720_60_short.y4m,1.82,194348
1941,sd_bridge_close_cif_short.y4m,0.17,23076
1941,sd_city_4cif_short.y4m,1.27,80980
1941,blue_sky_1080p25_short.y4m,2.73,253068
1942,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,35.67,574512
1942,sd_bridge_close_cif_short.y4m,0.66,12408
1942,pedestrian_area_1080p25_short.y4m,15.23,157024
1942,Johnny_1280x720_60_short.y4m,9.84,81264
1942,blue_sky_1080p25_short.y4m,12.42,157184
1942,sd_crew_cif_short.y4m,1.12,12484
1942,sintel_trailer_2k_720p24_short.y4m,1.99,81232
1942,sd_city_4cif_short.y4m,5.52,40772
1942,riverbed_1080p25_short.y4m,26.93,155208
1943,riverbed_1080p25_short.y4m,27.29,143288
1943,sd_bridge_close_cif_short.y4m,0.58,10656
1943,pedestrian_area_1080p25_short.y4m,13.95,140008
1943,sd_city_4cif_short.y4m,4.67,29584
1943,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,32.13,516208
1943,sintel_trailer_2k_720p24_short.y4m,1.83,77724
1943,blue_sky_1080p25_short.y4m,11.04,139948
1943,Johnny_1280x720_60_short.y4m,8.26,77172
1943,sd_crew_cif_short.y4m,0.97,11600
1944,sintel_trailer_2k_720p24_short.y4m,0.28,130256
1944,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.39,899032
1944,Johnny_1280x720_60_short.y4m,1.16,126472
1944,sd_city_4cif_short.y4m,0.68,60820
1944,pedestrian_area_1080p25_short.y4m,1.88,243504
1944,blue_sky_1080p25_short.y4m,1.64,246964
1944,riverbed_1080p25_short.y4m,3.56,248884
1944,sd_bridge_close_cif_short.y4m,0.14,17120
1944,sd_crew_cif_short.y4m,0.16,17088
1945,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,112.44,404808
1945,sd_crew_cif_short.y4m,3.08,10580
1945,sd_bridge_close_cif_short.y4m,1.78,10364
1945,Johnny_1280x720_60_short.y4m,32.55,56708
1945,blue_sky_1080p25_short.y4m,39.57,112272
1945,sd_city_4cif_short.y4m,15.91,27056
1945,sintel_trailer_2k_720p24_short.y4m,4.5,58308
1945,pedestrian_area_1080p25_short.y4m,43.17,111744
1945,riverbed_1080p25_short.y4m,79.52,112636
1946,sintel_trailer_2k_720p24_short.y4m,4.52,95640
1946,sd_bridge_close_cif_short.y4m,1.55,14764
1946,riverbed_1080p25_short.y4m,75.06,181856
1946,sd_city_4cif_short.y4m,13.95,48408
1946,Johnny_1280x720_60_short.y4m,25.31,95804
1946,sd_crew_cif_short.y4m,2.55,14744
1946,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,90.61,662680
1946,pedestrian_area_1080p25_short.y4m,37.83,179988
1946,blue_sky_1080p25_short.y4m,32,179988
1947,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,4.71,817084
1947,sd_bridge_close_cif_short.y4m,0.11,22252
1947,sd_city_4cif_short.y4m,0.79,86500
1947,blue_sky_1080p25_short.y4m,1.59,265704
1947,riverbed_1080p25_short.y4m,3.96,270692
1947,sd_crew_cif_short.y4m,0.16,22472
1947,sintel_trailer_2k_720p24_short.y4m,0.27,137648
1947,Johnny_1280x720_60_short.y4m,1.13,218148
1947,pedestrian_area_1080p25_short.y4m,2.03,266792
1948,riverbed_1080p25_short.y4m,27.78,224116
1948,sintel_trailer_2k_720p24_short.y4m,2.02,119612
1948,sd_city_4cif_short.y4m,4.93,58176
1948,pedestrian_area_1080p25_short.y4m,14.36,222072
1948,Johnny_1280x720_60_short.y4m,8.78,113576
1948,sd_crew_cif_short.y4m,1.08,15272
1948,blue_sky_1080p25_short.y4m,11.64,223964
1948,sd_bridge_close_cif_short.y4m,0.72,15216
1948,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,33.84,809204
1949,sintel_trailer_2k_720p24_short.y4m,0.4,126704
1949,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,7.83,754532
1949,riverbed_1080p25_short.y4m,8.2,251844
1949,sd_crew_cif_short.y4m,0.28,23340
1949,blue_sky_1080p25_short.y4m,2.88,251800
1949,sd_bridge_close_cif_short.y4m,0.17,23104
1949,Johnny_1280x720_60_short.y4m,1.99,194864
1949,pedestrian_area_1080p25_short.y4m,3.77,250772
1949,sd_city_4cif_short.y4m,1.39,81032
1950,sintel_trailer_2k_720p24_short.y4m,2.61,198232
1950,blue_sky_1080p25_short.y4m,17.2,397408
1950,pedestrian_area_1080p25_short.y4m,19.96,395584
1950,riverbed_1080p25_short.y4m,35.34,395584
1950,Johnny_1280x720_60_short.y4m,13.82,300000
1950,sd_crew_cif_short.y4m,1.47,25268
1950,sd_city_4cif_short.y4m,8.19,148640
1950,Netflix_Crosswalk_4096x2160_60fps_10bit_420_short.y4m,48.32,1100256
1950,sd_bridge_close_cif_short.y4m,0.9,25212
1951,sd_city_4cif_short.y4m,1.13,80980
1951,sd_bridge_close_cif_short.y4m,0.15,23076
1951,sintel_trailer_2k_720p24_short.y4m,0.37,127680
1951,sd_crew_cif_short.y4m,0.24,23316
1951,blue_sky_1080p25_short.y4m,2.39,251572
