cfg_1,cfg_2,cfg_3,cfg_4,cfg_5,cfg_6,cfg_7,cfg_8,cfg_9,cfg_10,cfg_11,cfg_12,cfg_13,cfg_14,cfg_15,cfg_16,cfg_17,cfg_18,cfg_19,cfg_20,throughput
976,935007374,330,512799955,53752640,179984483,49906,370400186,0,27,14616009334,27866,1152408551,47,67523967,minimal,6630,24925349,44,569789,380.34
892,123297131,225,515781661,130291614,376169863,1990,634078295,0,20,11701826290,11872,300880144,80,83398835,minimal,5199,2601383,14,237838,381.47
813,275340983,225,502318370,93966460,166252795,46737,837581218,2,34,11701826290,13042,3251968874,104,75820713,minimal,3332,18103265,12,675007,383.88
976,437721861,330,512799955,53752640,179984483,49906,599428696,2,5,14616009334,27866,1152408551,47,67523967,minimal,4419,2717931,44,569789,381.48
978,275340983,225,515781661,91120965,59842582,1990,272767078,0,38,10396171437,21684,1402204278,28,75820713,minimal,5199,2601383,12,699241,387.58
93,77368138,225,81305826,131772244,151529808,1990,635674980,2,75,11229457746,13042,649277198,55,75820713,minimal,5199,2601383,12,159127,397.25
413,414335768,658,363365376,66796557,130529861,1437,421443465,0,18,13548792762,13140,1177148230,53,66252052,noblob,5775,52624289,3,325977,364.88
123,369101247,225,515781661,130291614,105832777,1990,1051262798,0,20,11701826290,25394,845247825,80,132089518,minimal,5199,2601383,17,237838,383.94
521,275340983,225,383363036,130291614,327590373,49478,778319081,0,45,11701826290,25394,107002592,80,83398835,minimal,1260,2601383,12,544711,387.64
586,275340983,225,515781661,110926527,178947153,1551,819193393,0,22,10994268432,3206,760651631,61,44209897,minimal,5199,6861899,3,402931,384.95
719,275340983,225,383363036,130291614,263267879,49478,778319081,0,45,11701826290,18234,107002592,107,83398835,minimal,1260,2601383,1,69381,397.21
917,475614905,391,1012381782,130251321,583766849,106747,288013405,0,52,12697231427,28475,3485463389,23,120243439,minimal,5449,126297553,21,130020,385.79
749,1000080183,34821,278293891,84228986,243976464,50105,1033953646,0,43,14773199112,15039,3501716404,104,58258748,full,2803,74642104,43,518251,257.16
719,275340983,225,383363036,133069265,263267879,49478,778319081,0,45,11701826290,18234,107002592,107,83398835,minimal,1260,2601383,1,69381,387.94
976,935007374,330,512799955,53752640,16198061,20184,370400186,0,27,14616009334,27866,1152408551,47,67523967,minimal,4778,24925349,44,569789,387.87
330,917937358,28506,690859359,68944259,965837209,43337,674860011,0,69,15163008214,12089,1857906315,20,24857412,full,4166,5587795,73,713906,268.19
698,153369253,225,515781661,130291614,178947153,53695,884471941,0,38,11701826290,11056,171299422,71,75820713,minimal,5199,2601383,12,111569,387.19
10,979232425,23456,25838592,43965807,1015209982,48118,418174253,2,45,14683883475,15461,2604447859,91,78384318,minimal,5578,33837353,76,251195,255.64
362,238742753,244,515781661,105348193,296209397,26359,819193393,0,22,13955799191,3206,760651631,61,44209897,minimal,5199,6861899,3,569316,396.75
362,521678044,244,515781661,98745891,172471760,26359,819193393,0,63,13955799191,3206,760651631,61,44209897,minimal,8920,6861899,6,346849,382.38
521,123297131,225,515781661,95261305,190627245,1990,634078295,0,37,10931006567,25394,845247825,80,83398835,minimal,5199,2601383,17,237838,388.08
521,229747125,225,515781661,130291614,178947153,1990,274967170,2,11,11701826290,22256,734751028,80,75820713,minimal,5199,2601383,37,489148,378.95
446,287400035,225,805151835,127044483,302005616,1521,287967367,0,44,11701826290,13042,185167032,115,75820713,minimal,7807,11029047,33,875238,397.5
362,238742753,244,591284597,94910501,296209397,17577,731231972,0,51,13955799191,3206,395211451,61,44209897,minimal,5199,2609867,3,569316,385.88
370,275340983,225,532915247,103958052,59842582,1990,272767078,2,8,12026107638,21684,287608968,28,75820713,full,5199,2601383,12,419849,383.56
446,304236190,225,762831782,115902021,243757175,1990,766997546,0,44,10550029787,13042,602554690,127,75820713,minimal,5199,11029047,12,402931,380.58
556,287400035,225,368944323,90820587,238763675,1521,546144754,0,44,11701826290,13042,185167032,75,43603392,minimal,7807,277494,5,875238,387.21
573,300277742,352,614197665,133326833,318469934,1331,853478124,0,20,13657748543,21154,654558173,80,52596514,noblob,7972,38221017,60,542016,381.4
93,259642304,225,81305826,131772244,303377200,1990,809619325,2,44,12766824744,22352,671518259,78,75820713,minimal,5199,2601383,12,330015,385.93
573,300277742,352,614197665,96171614,318469934,1331,853478124,0,39,15217353663,11400,1601731737,86,125723199,minimal,7972,2965793,60,542016,387.2
976,280327254,223,427206416,79954613,179984483,6620,264112385,0,70,14616009334,27866,1353017252,62,24405096,noblob,3498,88488505,14,704872,389.62
11,720216121,22315,698871327,75442383,107090646,34800,340490135,1,61,13347356292,26967,3934677263,88,7570612,noblob,8884,47276065,25,588513,230.09
616,375544889,225,444619035,125848396,222151666,1521,269358659,0,44,11701826290,18992,185167032,115,1231984,minimal,7807,6286641,33,875238,375.91
787,494667125,457,360026505,107626031,637203943,74802,881345866,0,67,14822421728,18115,2807222705,16,97598553,full,1102,110440456,92,947612,384.23
413,145436104,319,865748288,129161430,223717095,80523,422981818,0,22,14273387538,4905,1168039417,80,63041365,minimal,7929,99233766,41,478181,374.41
137,36076143,26863,54387699,69281980,864657727,112469,421824617,2,50,12503564960,16274,2736148190,50,4573455,noblob,9947,96488473,45,424181,254.42
500,225775440,154,826157215,124764184,174700594,31063,795556928,0,73,14105601237,27866,1200169481,46,1752244,minimal,7625,862653,1,382870,383.64
793,275340983,225,471431760,130291614,160599606,31225,720473957,2,56,12310292405,13042,1318723759,109,125157309,minimal,5199,11029047,12,402931,390.72
648,915864954,1375,649978781,23570208,608914113,107592,562397530,1,43,15484100375,11736,3086444527,115,83626214,minimal,510,107339308,67,393970,266.93
784,269767294,490,539981200,79118571,859402546,23375,362059092,2,71,14726661308,9365,2194552929,4,133348698,minimal,6755,4146681,93,348261,366.86
556,287400035,225,589502356,89999805,238763675,1521,642181892,2,81,11701826290,13042,185167032,78,79573899,minimal,9950,277494,5,875238,391.46
23,228733357,816,363365376,81169929,568929249,23479,599320012,0,39,15293238915,2280,1384331931,117,66252052,minimal,6811,17798932,3,458591,354.47
976,915190101,223,756619728,76383871,62872638,41319,435981127,0,70,14616009334,27866,1353017252,79,50239920,minimal,3498,88488505,1,578598,380.58
987,275340983,225,176732022,31058002,166252795,87480,593825167,0,46,11701826290,12230,675579359,80,75820713,minimal,5377,2068019,13,244169,385.63
813,604442776,225,502318370,132433351,166252795,35081,837581218,2,54,10416586007,13042,3251968874,81,75820713,minimal,3332,1448592,12,675007,390.44
521,123297131,225,515781661,132958545,105832777,32285,467015271,0,20,13555605842,15216,2399810335,80,58982545,minimal,5199,2601383,9,237838,396.43
521,72958627,225,383363036,127819842,327590373,1090,778319081,0,8,11701826290,25394,107002592,80,83398835,minimal,1260,2601383,3,328343,386.23
976,1053543002,330,545649309,131747079,179984483,44756,521552868,2,10,11721678451,21071,1280008069,73,51097083,minimal,6630,63732992,9,350354,355.95
486,1052920387,38241,185349249,64252995,299259129,75698,487201256,2,5,12643108294,29455,926668542,7,4150395,noblob,5086,50787341,57,595137,217.77
624,275340983,225,176732022,106178259,166252795,21864,593825167,0,46,11701826290,14347,675579359,128,75820713,minimal,3742,312501,9,244169,361.64
971,175803204,508,554549875,131500255,127545667,120967,677632533,0,54,10473354443,17119,2777220930,82,74322208,full,3522,64432341,3,792575,351.07
971,175803204,508,554549875,99411075,127545667,41012,677632533,0,21,10473354443,17119,2777220930,66,74322208,full,3522,4371735,3,792575,383.7
467,287400035,225,589502356,82427290,180711637,1521,642181892,2,81,11701826290,7312,1164070488,78,79573899,minimal,8372,277494,5,875238,393.09
959,291307814,352,503854423,133326833,322757082,1331,853478124,0,20,13657748543,5115,414733906,63,52596514,minimal,7972,14151031,60,288374,392.23
585,809974650,128,541444285,131997161,634323876,1775,490474917,0,60,10328562130,14306,4266241154,94,117570198,minimal,5115,1948276,26,527477,379.36
680,190655547,457,502238596,110137884,669514244,18750,693920482,0,18,12551075526,17780,2909217090,65,98486319,minimal,6094,11431832,23,385899,370.57
959,291307814,352,503854423,127229728,518849078,1331,853478124,0,5,13657748543,5115,414733906,128,52596514,minimal,4234,14151031,60,288374,390.86
887,285439459,352,614197665,85857314,127468781,1331,739476433,0,29,13657748543,21154,414733906,50,105509214,minimal,7972,5465596,60,766405,383.2
521,123297131,225,515781661,132958545,105832777,32285,467015271,0,59,15263797081,10779,2399810335,80,58982545,minimal,5199,2601383,9,237838,398.51
521,123297131,225,575178859,95261305,570585407,26845,634078295,0,37,12076709256,9860,1977894449,80,83398835,noblob,8347,2601383,10,237838,392.3
651,275340983,225,471431760,130291614,171179319,1688,720473957,2,56,12310292405,13042,522354353,91,125157309,minimal,5199,1183619,7,402931,387.58
331,275340983,225,635565349,130291614,302005616,31225,766997546,2,44,11701826290,13042,218976915,109,125157309,minimal,5199,337585,12,402931,396.37
959,350543471,352,503854423,127229728,299906843,1331,853478124,0,38,15179347837,1995,414733906,128,52596514,minimal,4234,14151031,60,482826,394.59
290,439647523,225,515781661,130291614,178947153,59459,635674980,2,2,11701826290,13042,1395623988,22,75820713,minimal,5199,2601383,3,447762,380.99
521,123297131,225,886239766,113888606,105832777,11653,467015271,2,77,13555605842,8992,2399810335,80,58982545,minimal,5199,2601383,9,237838,377.44
573,300277742,352,614197665,131748594,318469934,1331,853478124,0,13,13900563288,11400,1083302145,86,75832661,minimal,7972,1260679,60,542016,387.46
521,123297131,225,515781661,132958545,105832777,12385,872467142,2,25,13555605842,11447,2399810335,80,113056385,minimal,5199,20956965,9,237838,392.52
971,175803204,508,554549875,129497468,213396959,41012,544342351,0,27,10473354443,17119,2777220930,77,74322208,full,3522,17476753,3,792575,378.47
93,411014274,225,817654795,126621225,452162607,1990,424860837,0,52,10363339068,13042,113950074,81,106680942,minimal,5199,24859884,4,433428,391.44
931,517211790,352,689994435,105952388,176777240,2659,693065192,0,35,13118849998,29892,1393542968,78,52596514,minimal,6725,124757666,38,713962,379.83
470,12476970,18850,864622574,113481088,141109009,5382,95483495,1,1,15323566856,3462,882432700,121,133585060,minimal,1354,43203426,62,794138,218.96
976,935007374,330,512799955,117054645,179984483,6620,658022148,2,70,14616009334,29139,1152408551,67,24405096,minimal,3498,88488505,6,803476,385.36
93,77368138,225,421629619,133432264,151529808,1990,406981709,2,72,11988899000,21042,649277198,55,75820713,minimal,7536,2601383,12,159127,384.69
978,275340983,225,515781661,76306256,59842582,7341,272767078,0,43,10396171437,3266,659227314,80,75820713,minimal,6752,2601383,12,318337,393.25
566,72958627,225,564094800,133414843,234608263,27754,778319081,0,31,10747326126,25394,1484161952,80,83398835,minimal,1260,2601383,3,328343,382.29
978,275340983,225,515781661,93784369,374671068,2162,272767078,0,43,10396171437,3266,659227314,80,75820713,minimal,6752,24496687,40,359003,385.06
959,291307814,352,692014909,133326833,322757082,1331,853478124,0,20,13657748543,5115,414733906,63,52596514,minimal,7972,457652,60,288374,379.42
521,123297131,225,515781661,130291614,105832777,16369,634078295,0,20,10702659189,25394,1438136024,73,83398835,minimal,5199,2601383,5,237838,386.39
195,314959309,4372,645586289,5647403,969208965,97640,1034035193,2,56,10631790822,1656,1207383936,119,44971447,noblob,110,43864000,63,945672,276.73
93,259642304,225,81305826,131772244,337322594,1990,794132042,2,44,11941071983,13042,649277198,105,75820713,minimal,5199,2601383,12,159127,390.08
512,1047410792,2396,8520229,115261588,182523094,19364,331808819,1,56,15549162406,5000,84449994,3,73028389,noblob,4191,34681150,18,710801,262.86
959,291307814,352,503854423,127229728,518849078,1331,853478124,0,5,13657748543,16160,414733906,128,52596514,minimal,4234,14151031,60,288374,388.84
917,115484576,391,1012381782,130251321,284097799,106747,288013405,0,52,12697231427,28475,3485463389,23,65927405,minimal,5449,126297553,36,130020,374.28
978,275340983,225,35929890,130291614,178947153,1990,855317527,0,42,11451473804,1641,1771513042,80,75820713,minimal,8924,2601383,12,291556,383.83
585,809974650,128,847110475,131997161,634323876,1775,600552715,0,60,12416599479,14306,3712238649,116,117570198,minimal,5115,15601129,64,279113,376.3
585,302061826,128,847110475,134142390,387801960,1775,868184328,2,49,12416599479,14306,1079706378,116,63797447,full,5115,15601129,14,807020,375.15
405,123297131,225,515781661,132958545,328661127,16281,467015271,0,59,15263797081,10779,1177155241,88,84674236,minimal,5199,2601383,9,294432,387.56
521,123297131,225,515781661,132958545,105832777,32285,467015271,0,59,15263797081,13963,993452812,80,58982545,minimal,5199,2601383,9,447059,392.1
446,287400035,607,805151835,127044483,302005616,1521,287967367,0,44,11701826290,13042,185167032,115,75820713,noblob,4959,11029047,33,875238,377.1
978,275340983,225,515781661,130291614,289333997,1990,743686435,0,35,10318932438,15915,659227314,77,75820713,minimal,5199,2601383,12,47801,401.59
719,275340983,512,383363036,130291614,263267879,49478,650241848,0,74,11701826290,18234,107002592,79,94418636,minimal,1260,11156769,1,466627,386.43
573,300277742,352,614197665,133326833,318469934,1331,853478124,0,20,13657748543,21694,414733906,18,52596514,minimal,7972,14092789,60,648813,383.41
521,123297131,225,515781661,132958545,105832777,32285,467015271,0,59,15263797081,13536,2399810335,84,58982545,minimal,5199,2601383,9,237838,389.22
257,191314813,290,503854423,75565544,299906843,40935,567223998,0,38,15179347837,1995,414733906,69,52596514,minimal,7128,4842639,60,292602,381.63
925,137098554,225,444619035,130393979,105824312,1521,269358659,0,44,11701826290,18992,1706616552,86,1231984,minimal,7807,6286641,49,155658,390.25
369,300277742,352,614197665,133326833,28199129,100979,733776625,0,37,13657748543,17124,1698646967,63,52596514,minimal,7972,5465596,60,348061,384.57
978,822929894,225,108555336,81239953,268616695,1990,743686435,2,35,10318932438,15915,2524622160,77,75820713,minimal,5199,2601383,4,47801,383.98
813,275340983,225,952397861,125941670,264662849,2581,297706395,2,51,12200981682,4141,1659103466,91,89077706,noblob,3332,49978959,34,368979,381.27
533,194595059,352,538856109,74923591,318469934,1331,853478124,1,39,15217353663,11400,1454245652,73,52596514,noblob,7972,17380108,60,542016,348.45
987,275340983,225,718996424,31058002,166252795,57311,593825167,0,46,11811354316,12230,675579359,80,75820713,minimal,6189,2068019,11,244169,391.57
40,179964672,225,515781661,130291614,178947153,1990,635674980,0,44,10720411942,13042,1395623988,80,75820713,full,5199,10909443,9,218713,389.7
959,678788746,352,503854423,127229728,518849078,1331,853478124,0,5,14587845352,18900,414733906,97,52596514,minimal,4234,14151031,87,288374,391.67
312,30629319,26326,1006622041,23949793,96866475,89952,528520650,1,51,12655110342,28033,3284845424,125,41545846,noblob,9838,38849967,11,173948,217.24
519,186541504,225,718996424,58928070,166252795,10421,225432793,0,46,11811354316,12230,675579359,80,75820713,minimal,6189,2068019,13,522665,392.16
521,275340983,225,515781661,118415344,297011481,1990,1022047356,1,34,12543095939,2027,2762335126,114,83398835,minimal,5199,5879461,12,201267,347.81
521,123297131,225,553686711,74119664,105832777,11653,1004234790,0,77,11395440561,8992,2399810335,80,58982545,full,8776,2601383,9,237838,382.66
719,275340983,512,708911535,128045262,263267879,49478,650241848,1,74,11701826290,18234,1137644147,79,69118812,minimal,1260,4295622,1,593725,330.35
978,331275555,225,275170438,81239953,91505236,1990,743686435,2,46,10318932438,14421,3248071357,79,75820713,minimal,5199,2601383,4,47801,385.04
815,599208064,38066,911335679,93055627,894639675,94927,688471575,1,47,11460672811,6623,4139154992,55,114038453,full,194,80683988,28,694663,215.5
434,365160365,508,612702867,110124410,127545667,120967,130804101,0,28,10473354443,29962,2777220930,71,74322208,noblob,3522,64432341,3,792575,378.76
341,362012770,6226,304345393,22542717,13833696,129251,131453857,1,94,10788115130,1564,1376739921,38,62293788,minimal,3852,12340244,52,719402,253.88
521,123297131,225,664934686,132958545,105832777,3512,467015271,0,20,13555605842,11260,3018482649,80,58982545,minimal,5199,2601383,9,237838,405.06
304,123297131,225,553686711,131641128,105832777,11653,754534083,2,42,11395440561,10108,653443395,78,58982545,full,8776,2601383,9,429760,390.72
290,601736829,225,862979201,130291614,191706193,33238,435526337,0,2,13914704419,13042,246506490,71,75820713,minimal,5199,2601383,3,447762,394.36
362,238742753,244,515781661,95334972,98532264,26359,819193393,0,22,15135134538,3206,760651631,101,44209897,minimal,5199,6861899,3,569316,398.32
531,75747652,225,710525339,130364752,465642195,46737,837581218,2,91,11701826290,13042,3251968874,77,75820713,minimal,3332,601052,5,485034,394.17
719,275340983,512,684387648,130291614,583124220,49478,809957438,0,23,13741720163,18234,3310155028,79,94418636,minimal,1260,11156769,1,466627,381.14
446,762141192,225,805151835,127044483,302005616,1521,646298081,0,44,10943304174,13042,185167032,74,75820713,noblob,7807,11029047,11,360905,388.67
632,267615682,352,503854423,131907981,275875720,1331,1014763782,2,5,13657748543,16160,414733906,128,52596514,minimal,9032,52788382,60,379439,386.11
362,238742753,244,549322802,124894298,290092223,95204,819193393,0,29,15272199058,3206,760651631,101,83941037,minimal,5199,6861899,3,569316,397.57
257,292942959,290,350888569,126035818,150399132,40935,567223998,0,38,15179347837,15892,662444903,60,90825373,minimal,7128,12837038,60,705553,381.67
440,123297131,225,595691351,44772862,204270251,39890,572679922,0,93,13555605842,8992,1226377688,80,58982545,minimal,5199,2601383,30,400820,390.12
595,320540422,32745,605120891,11162633,974520174,32890,56611832,2,91,11984539503,13116,2909886336,85,116193817,minimal,3061,111111571,35,360605,254.59
535,275340983,225,952397861,134053332,127538164,18157,297706395,0,32,12200981682,4141,1659103466,91,108823930,noblob,3332,49978959,34,368979,382.31
887,285439459,212,614197665,85857314,127468781,1331,859739257,0,55,13657748543,21154,414733906,50,105509214,minimal,4506,5465596,60,682597,370.36
308,721074197,17582,137892227,122467724,1046913227,103062,778500367,1,91,10857207019,24342,666878736,119,87660674,full,5749,42734164,75,516952,228.98
765,123297131,225,575178859,128977206,86023082,26845,634078295,0,25,12076709256,17381,1977894449,109,83398835,noblob,8347,2601383,10,237838,398.06
362,144210891,244,515781661,93341154,296209397,26359,819193393,0,22,13955799191,3206,760651631,77,104836818,minimal,5199,19716900,3,569316,379.76
521,123297131,225,572454853,73306190,105832777,32285,467015271,0,41,13555605842,15216,2399810335,80,58982545,noblob,5199,2601383,35,237838,386.76
765,123297131,225,575178859,128977206,112399923,2720,237016495,0,25,12076709256,17381,1977894449,109,61606952,noblob,8347,2601383,10,237838,396.28
521,275340983,225,679942426,126794760,178947153,1990,635674980,2,14,11701826290,13042,2901722680,95,54558206,minimal,5199,2601383,12,263338,385.42
978,275340983,225,515781661,128336683,178947153,1990,490805378,0,51,10318932438,17688,659227314,104,75820713,minimal,5199,13001109,12,562618,383.96
509,123297131,225,168597170,130766562,105832777,12385,872467142,0,25,15344265527,11447,2399810335,70,70409579,full,5199,1689849,60,237838,388.83
440,309394237,225,595691351,44772862,72093748,39890,572679922,0,26,11973642320,11769,687179352,97,40957714,noblob,8102,5845343,30,543818,384.0
357,717105746,29741,155624015,17146203,692842317,65807,355304084,2,73,12927411473,21272,3868411275,117,96903112,full,9696,27279876,99,332010,251.81
584,869988822,330,533852955,95229499,179984483,33662,1015408307,0,21,14430113631,15157,1063822487,39,24405096,minimal,5239,22448672,29,594645,390.27
954,464531263,246,319003350,64138685,467060433,46571,31116266,2,14,13001340216,2775,3896954414,58,46735865,noblob,8345,7981420,70,221384,384.42
606,767724614,352,491360023,128437149,344605494,8182,617647674,2,58,13693966839,28345,2066870618,78,17250546,noblob,7972,5634043,7,593300,386.84
192,125373753,15026,562952447,14677631,708547382,48580,934122861,0,82,15424129649,4184,2936687439,82,80863772,noblob,6680,38621185,72,485802,261.6
309,304360494,3745,830382471,95131265,391103016,113380,792622248,2,25,14793978405,11258,2123732635,35,39400118,noblob,1827,10545410,30,616759,304.4
105,688782167,32722,409930200,133854281,8417684,73239,50549089,2,54,11715805861,26632,48646713,53,57195571,minimal,5309,70192799,9,825192,270.1
893,459612154,38376,180434381,55188875,622120740,1413,642649066,2,48,10958755122,22521,1065907067,19,98913102,full,3217,100336284,14,939504,258.78
568,1055259456,17987,796478375,47041708,950779211,31807,266411464,2,68,12680256770,2402,3493192650,119,7837088,minimal,4810,21138394,92,181763,269.93
749,260440593,10020,279274488,72128424,155438111,92647,953922200,0,13,13088980576,12920,4016040850,16,24239254,noblob,9910,122384523,86,694236,281.84
433,843223874,27926,40817043,104769965,470229379,123839,482499134,1,11,14039702970,15199,1422201124,71,107765817,full,644,105856990,49,284613,234.24
822,601019207,20450,1052183133,22636488,849918284,58010,351544580,1,96,10982042816,24224,2445501332,111,123926275,noblob,8825,62513212,53,21714,231.9
281,418222132,4692,842644399,101407461,458994153,101120,805102847,1,34,14053347935,8867,2195446628,22,51841335,full,1598,20392725,37,541127,269.66
230,271023050,9341,883222597,93760624,340160291,120564,775259731,2,26,15306212593,10873,2435811322,52,54961518,noblob,3209,17407164,48,687356,286.61
429,394375838,4356,955264982,88726530,188615975,116686,858997703,2,16,14725002758,12798,1996710755,47,48092275,minimal,2079,19119733,35,613397,297.6
308,343870610,7923,958776055,88232534,309924943,96454,696409425,2,42,14244074696,8130,1782050293,29,27338720,noblob,1666,14242978,20,589708,284.95
203,296405279,7189,1020857298,98766707,399556953,105814,868876222,2,39,14739899308,5890,1593494392,27,34190944,noblob,2609,15057510,14,620974,290.0
358,452021057,5774,918712910,74136968,354695751,113199,922970051,0,23,14518796906,7249,1477085366,36,28391769,minimal,1175,12590775,27,658283,295.67
339,364166679,9044,1003321586,84026853,251104760,97881,672282139,1,46,15016781959,9822,1846614300,44,39501011,full,762,16696961,42,518025,240.13
395,325395881,6752,798745441,79386064,206061367,111890,743400808,0,21,15242262647,4332,2128827764,34,41797504,noblob,2437,10649711,31,502365,294.07
202,568397883,18934,934109826,10357411,746351700,49807,445088036,2,4,10897930642,22580,3005475074,102,95356698,full,956,5024054,51,662863,260.84
91,33124994,7514,706124970,82727489,827156755,84930,935201895,1,20,12730077602,12503,1876077728,78,116234747,minimal,6790,120080729,78,542293,236.46
412,388331356,12355,298546900,45179743,267028869,68620,606676410,2,43,11671549367,8015,2419343079,121,37037064,noblob,1375,112642929,9,32608,262.0
778,231251484,3041,597730959,28396534,340532697,21847,266766018,0,31,13542611860,17379,3751672687,30,9018401,noblob,3954,50769951,32,986420,291.03
910,874336719,28697,477062060,92378873,971658183,42304,971820022,2,77,11431004139,28240,1063271366,15,118187210,noblob,6226,69788940,71,468077,264.44
528,940083167,30450,209762424,128558429,559550024,128675,672084815,0,94,14445279598,4352,3951577598,45,81864054,minimal,7784,29824354,93,315905,269.81
285,734990338,36567,74693079,101192368,503059736,103242,283531429,1,58,13932455922,21290,535666093,64,62142183,noblob,2896,45203397,15,200030,223.33
715,445114510,24519,966766228,59816617,618407,12020,34171031,2,67,15360445661,3557,1514060428,83,22980566,full,9090,88421088,49,808288,252.5
304,385129095,4122,725242556,100493014,498871204,117206,828808254,1,28,14782442109,9587,2351114890,37,43109256,minimal,2689,26197824,17,552278,265.98
345,255911787,4821,894607552,95443042,435282214,115911,673779173,1,21,15000920799,11927,2033458389,31,49001894,noblob,2340,18510920,17,619502,237.68
290,277428663,4336,841010917,99981967,479104177,108477,710097661,2,23,14658914725,12269,2231269808,34,53156216,noblob,1887,27362737,26,582281,300.44
371,244966516,6319,808714482,98522346,394765792,111699,759228560,0,23,14534248116,8406,1915506372,42,50416359,minimal,2867,8818815,28,596443,294.13
328,319794035,7482,767918916,96015473,362164821,120439,786770576,2,29,15128957528,11099,2189842620,45,55902499,full,2191,15321292,30,661210,286.55
398,341071195,5362,859935795,92593108,416751674,122737,894485997,0,26,15351365204,10420,2085358212,40,46264318,full,1532,23611014,21,559571,294.94
362,301781518,3087,921316317,93592843,461889636,127699,920597475,2,30,15182485775,9966,2005051827,33,62053741,noblob,1713,6685839,27,611129,302.97
393,361892816,6834,735071712,96901439,349035470,104814,846472676,2,24,14826203813,9003,2384749803,39,40157186,noblob,2053,12337361,22,635414,290.29
668,163720948,7479,914983605,107886855,275990860,61301,367002017,2,78,10382477783,23817,1188816446,69,1074761,noblob,1997,27163209,79,312720,290.07
98,632766584,31699,356630496,57371725,228234625,129743,857200955,0,90,13666609097,16472,1895950262,58,69418808,noblob,6955,15188681,45,398180,269.1
596,519151226,36161,189793855,26224135,1018422400,45601,1052983394,1,4,14765104913,2966,2520503655,107,132060006,minimal,8252,64468039,10,833422,224.75
775,962417166,26016,32475814,87204260,44378221,102871,622951649,0,58,15174115444,20999,2699887203,34,115383038,noblob,2696,72795286,94,667777,271.04
312,689062084,22008,715835006,128215833,886916307,82145,411344153,1,25,11365309020,8590,3346785076,123,57512352,minimal,287,39887607,21,522293,229.54
951,106871956,15345,981937542,16704983,489142075,31822,3337654,2,67,12351927724,29835,626038259,16,49024486,noblob,5788,121136084,27,238764,256.62
437,281047527,3633,661923599,46258479,668280970,93329,703194932,2,16,12277356219,11396,242734673,83,30595200,full,9846,85674175,74,962960,284.24
166,923464489,12706,451857215,78313343,689012536,12118,168678325,2,43,13412714426,5585,4153300368,21,84879321,full,3948,114911723,60,26591,266.93
246,295307179,5181,775308389,96278121,282324547,118864,706192982,2,33,15093112555,9988,2291926279,56,45193864,noblob,1311,12592920,32,525105,290.28
274,424197452,6955,758916119,101350387,458620530,111156,840376871,0,34,15140398845,10849,2164646094,48,31340059,noblob,367,13755149,44,618544,286.03
174,483499608,6050,794932372,103170551,316343738,122080,811009078,0,25,14779319511,8984,2407227169,39,37041472,noblob,1806,13207152,42,541310,292.05
278,352244164,7245,828540891,92325238,382195124,106210,832124924,2,40,15043642950,11357,2122606543,50,47580331,full,1610,15101210,35,637496,286.8
216,379193045,5777,855055660,88523267,419927779,128706,744522174,1,23,14824618514,10365,2508756976,53,34576752,noblob,1033,11438014,30,595385,249.06
307,453571329,4130,873212456,92465731,406919793,113287,738403122,1,17,14871666448,9344,2028153258,37,42953519,full,699,14036738,39,655821,258.32
229,315583461,4720,899059638,98006176,343773363,125013,783064250,2,39,14923556043,8632,1972516036,40,39496410,minimal,1470,11055161,27,589271,291.78
190,515826563,3933,724653395,106189149,467366076,106864,775614839,2,27,15002055573,10067,2282186210,46,41545861,minimal,886,12242892,38,575522,302.87
180,205005664,26442,306307007,79325720,31121892,121303,758856186,2,96,14085543631,29759,3773926211,14,92066438,noblob,5586,81205130,17,624941,263.61
715,45211864,33363,1055089259,26364546,469915962,67339,1020742640,2,49,12003823423,17241,1294159355,50,36746507,minimal,3824,17991740,52,70046,253.66
551,463699290,1167,444004703,129078856,188979173,99371,118272800,0,23,13590990825,6742,545740356,120,26175500,minimal,4371,58175706,12,722730,327.72
949,346326156,13555,650467239,57871934,399418556,52962,305269816,2,35,12803438046,18808,148125582,78,100704661,noblob,9972,90833239,71,159708,264.07
283,865010024,17843,141318546,84961763,668460649,8127,135445906,1,6,14295733524,13826,3031386759,44,3155409,noblob,339,112856498,83,283885,231.63
793,960739468,38879,3315236,46069134,888860337,41590,558531417,0,83,15454026327,25275,1853677653,20,78376755,noblob,7601,37772261,36,907768,260.93
82,646900490,5288,729683622,15653260,1060756269,83449,875841588,1,58,11540254149,8090,3235848245,87,133230769,full,2571,4934551,47,491750,258.79
409,768387343,23942,846840482,114950274,771381039,26146,536792751,2,63,10592265506,3608,2622813076,96,66515685,full,7882,125745242,91,864755,267.34
471,418060094,1915,409483143,126586224,131933673,100350,126346291,0,21,13206588336,5873,523333423,96,3874361,noblob,5361,63217877,14,753551,309.34
646,627072141,1322,602400095,128918101,174445781,115906,120854708,2,17,13354932043,5787,952513300,119,31556236,noblob,5565,68542199,15,627811,322.84
588,456195238,2825,538099273,121560935,118176680,108848,129564597,0,34,13013852079,7652,1070385497,109,22854005,full,4737,46525357,15,701806,312.28
525,604736502,3307,492425015,125074821,281658629,118268,128290204,2,7,13676088535,4529,373325453,107,27462136,minimal,4985,78230245,16,732060,310.08
